,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
931,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4
932,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,477.7
933,0,0,1,0,42,1,0,1,0,0,2,2,2,2,2,1,1,99.0,4135.0
934,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65
935,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,1,3,19.45,69.25
936,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,434.8
937,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65,95.65
938,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25
939,1,0,1,0,46,1,0,2,1,1,1,1,1,1,0,0,2,19.6,851.2
940,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,20.95
941,0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.45,5848.6
942,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5
943,0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8
944,1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05,5135.35
945,1,0,1,1,30,1,2,0,2,2,2,2,0,0,0,0,2,67.6,2000.2
946,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.7,260.9
947,0,0,1,1,67,1,2,0,2,2,0,2,2,0,2,0,1,74.0,4868.4
948,1,0,1,0,24,0,1,0,0,0,2,0,0,0,0,0,2,29.1,688.0
949,1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,3229.65
950,0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,4107.3
951,0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1,396.3
952,0,0,0,0,25,1,2,1,0,2,2,2,2,2,2,0,2,108.9,2809.05
953,1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.45,6028.95
954,0,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,1,88.95,2072.75
955,0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65,5551.15
956,0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55,622.9
957,0,0,1,0,55,1,2,1,2,0,0,0,2,0,0,1,0,89.8,4959.6
958,1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,1048.85
959,0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5
960,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1657.4
961,0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.65,875.55
962,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4
963,0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2
964,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,1237.65
965,0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,592.65
966,1,0,0,0,60,1,0,0,2,2,2,0,0,0,2,0,2,61.4,3638.25
967,0,0,0,0,66,1,0,0,2,2,2,0,0,0,2,1,0,61.15,4017.45
968,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.0,810.3
969,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.1,79.8
970,0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65
971,0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9
972,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,2015.8
973,0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.6,5817.45
974,1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9,5595.3
975,1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65
976,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,19.35,867.3
977,0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25
978,1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4,6841.05
979,0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,527.35
980,1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65
981,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1686.15
982,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,90.15,6716.45
983,0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,6236.75
984,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0
985,1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,1254.7
986,1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.45,1110.05
987,0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,450.9
988,1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,432.25
989,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35
990,0,0,1,1,6,1,0,0,0,0,0,2,0,0,0,1,3,48.8,297.35
991,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,73.5
992,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,4684.3
993,1,0,0,0,51,0,1,0,2,0,0,2,0,2,0,1,1,44.45,2181.55
994,0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4
995,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,824.75
996,1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,6683.4
997,1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,25.75,755.6
998,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1664.3
999,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,5043.2
1000,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25
1001,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,907.05
1002,1,0,0,0,40,1,2,2,1,1,1,1,1,1,2,1,3,24.6,973.95
1003,1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,4494.65
1004,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,20.2,55.7
1005,1,0,1,0,20,1,0,0,2,0,0,2,0,2,1,1,3,64.15,1274.45
1006,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,75.45,480.75
1007,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,19.55
1008,1,0,1,1,27,1,2,1,2,2,0,2,2,0,0,0,2,100.75,2793.55
1009,1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,2,100.75,2095.0
1010,1,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,3,53.75,648.65
1011,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,95.05
1012,0,1,0,0,14,0,1,0,0,0,0,0,2,2,0,1,2,46.35,672.7
1013,1,0,0,0,3,1,0,1,0,2,2,0,0,2,0,0,2,90.4,268.45
1014,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9
1015,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.25,4478.85
1016,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5
1017,1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,3035.8
1018,0,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1866.45
1019,1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,1071.6
1020,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,89.9,6457.15
1021,0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,3,20.1,670.35
1022,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,20.4
1023,1,0,0,0,27,1,0,0,2,0,2,2,2,2,1,0,2,81.7,2212.55
1024,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,0,3,89.15,89.15
1025,0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,2276.95
1026,1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.0,25.0
1027,1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3566.7
1028,1,1,1,0,44,1,2,1,0,0,2,0,2,0,0,1,2,89.2,4040.2
1029,1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,1113.95
1030,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,107.05
1031,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.95,38.15
1032,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,219.0
1033,1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,1067.15
1034,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,79.55
1035,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,1,19.45,369.05
1036,0,0,1,0,68,1,2,1,2,2,2,0,2,2,2,1,0,110.8,7553.6
1037,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,7690.9
1038,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,49.9
1039,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,45.4
1040,0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,6518.35
1041,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,58.85
1042,0,0,0,0,5,1,0,1,0,0,0,2,0,2,0,1,1,85.4,425.9
1043,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,6342.7
1044,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,411.15
1045,0,0,0,1,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,937.5
1046,1,0,1,0,25,0,1,0,0,0,2,0,2,0,1,1,1,38.1,970.4
1047,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,1493.2
1048,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,556.35
1049,1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,4911.05
1050,0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4820.55
1051,0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9
1052,0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,187.45
1053,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,299.2
1054,1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1640.0
1055,0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,5646.6
1056,0,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,58.6,2224.5
1057,1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,888.75
1058,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,353.65
1059,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,308.25
1060,0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1023.95
1061,1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,7325.1
1062,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75
1063,0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,7475.85
1064,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,835.5
1065,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1718.35
1066,1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,1205.5
1067,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,78.9
1068,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,856.35
1069,1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1712.9
1070,0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,702.9
1071,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,180.25
1072,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,110.15
1073,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,333.6
1074,0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,504.05
1075,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,440.2
1076,1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,1151.55
1077,0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,1249.25
1078,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,878.35
1079,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,335.75
1080,1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,1394.55
1081,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4
1082,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55
1083,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,1033.0
1084,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2448.75
1085,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35
1086,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,1329.2
1087,1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3527.0
1088,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,561.15
1089,0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5129.3
1090,0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,4285.8
1091,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5894.5
1092,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1160.75
1093,0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0
1094,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,2342.2
1095,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,653.9
1096,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1821.8
1097,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5278.15
1098,1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,854.9
1099,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,92.05
1100,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,93.85
1101,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,4068.0
1102,1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75
1103,1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0
1104,0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,571.75
1105,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,94.4
1106,1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0
1107,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,20.1
1108,1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,106.9
1109,1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,1096.65
1110,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95
1111,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85
1112,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95
1113,1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1974.8
1114,0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,399.25
1115,0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20.4,292.4
1116,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,4690.65
1117,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6
1118,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05
1119,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3474.05
1120,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35
1121,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3645.05
1122,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85
1123,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,229.4
1124,0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,64.0,370.25
1125,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,69.1
1126,1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95
1127,0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4
1128,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6
1129,0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80.0,241.3
1130,0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3
1131,0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,387.9
1132,0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,2104.55
1133,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2
1134,0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5
1135,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25
1136,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,146.9
1137,1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,1011.05
1138,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1714.95
1139,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5
1140,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35
1141,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,338.9
1142,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4913.3
1143,1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25.0,316.2
1144,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,564.65
1145,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65
1146,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05
1147,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05
1148,0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05
1149,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0
1150,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,834.15
1151,1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,999.8
1152,0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2369.7
1153,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65
1154,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,239.55
1155,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2
1156,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9
1157,1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4
1158,0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,580.8
1159,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3
1160,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95
1161,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2
1162,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4
1163,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1867.7
1164,0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45
1165,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1
1166,0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3673.15
1167,1,0,0,0,62,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45
1168,0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,6018.65
1169,0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,355.2
1170,0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25
1171,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,151.3
1172,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,2,89.5,863.1
1173,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8
1174,1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4750.95
1175,1,0,1,0,24,1,2,1,0,0,2,0,2,2,0,1,2,101.05,2391.8
1176,1,0,0,0,61,1,2,1,2,2,2,0,2,2,1,1,2,107.75,6521.9
1177,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,71.3,157.75
1178,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,1,0,19.5,516.3
1179,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.7,1687.95
1180,0,0,1,1,34,1,0,0,2,2,2,0,0,0,1,1,3,60.8,2042.05
1181,1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,3213.75
1182,0,0,0,0,67,1,2,0,2,0,2,2,2,2,2,1,3,85.25,5714.2
1183,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5
1184,0,0,1,1,30,1,2,2,1,1,1,1,1,1,2,1,3,25.1,789.55
1185,0,0,1,0,31,1,0,1,0,2,0,0,0,2,0,1,0,83.85,2674.15
1186,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7
1187,0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,21.1,741.0
1188,0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.3,31.9
1189,0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75
1190,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95
1191,0,0,0,0,18,1,0,1,0,2,2,0,0,0,0,0,2,77.8,1358.6
1192,0,1,1,0,38,1,0,1,2,0,0,0,0,2,0,1,2,83.45,3147.15
1193,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,73.25,131.05
1194,1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85
1195,0,0,1,1,9,1,2,1,0,0,0,0,2,0,0,1,0,85.35,754.65
1196,1,0,0,0,25,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25
1197,0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15
1198,0,0,1,1,59,1,2,0,2,0,2,2,2,0,2,1,3,76.45,4519.5
1199,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,75.25,576.7
1200,1,0,0,0,53,1,2,2,1,1,1,1,1,1,2,0,3,24.6,1279.0
1201,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,0,0,20.95,267.35
1202,1,0,1,1,60,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85
1203,0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45
1204,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85
1205,0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4888.7
1206,0,0,0,0,15,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65
1207,1,0,1,1,25,1,0,0,0,2,2,0,0,0,1,0,3,53.65,1355.45
1208,0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,0,108.65,7726.35
1209,1,0,1,1,29,0,1,0,2,2,2,2,0,2,1,1,1,55.35,1636.95
1210,1,0,1,0,72,1,2,1,2,2,2,2,0,2,2,0,0,105.6,7581.5
1211,1,0,1,0,71,1,2,0,2,0,2,2,2,2,2,0,2,83.2,6126.1
1212,1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,90.05,6333.4
1213,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65
1214,1,0,1,1,28,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2568.15
1215,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8
1216,1,1,0,0,30,1,2,1,2,0,0,0,0,2,0,1,1,90.5,2595.85
1217,1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,5825.5
1218,0,0,0,0,21,1,0,1,0,2,0,2,2,2,0,1,0,99.15,1956.4
1219,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.95,310.6
1220,1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,290.55
1221,0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,2096.1
1222,0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1623.15
1223,0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,651.4
1224,1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40.0,223.45
1225,0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,1,2,86.25,181.65
1226,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95
1227,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2
1228,0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,742.9
1229,0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,6423.0
1230,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3
1231,0,1,1,0,69,1,0,1,2,2,0,0,0,2,1,0,1,87.3,6055.55
1232,0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,2,48.35,810.7
1233,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2
1234,1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50.0,1750.85
1235,1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2575.45
1236,0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,6019.35
